Ref	Idx	Greek	Editions	TAGNT-Idx	SBL:Idx	SBL:TAGNT-Idx	NA28:Idx	NA28:TAGNT-Idx	RP05:Idx	RP05:TAGNT-Idx	|
Mat.6.13	@1:2	Ὅτι	RP TR	@13					@13	@13	|
Mat.6.13	@1:3	σοῦ	RP TR	@14					@14	@14	|
Mat.6.13	@1:4	ἐστιν	RP TR	@15					@15	@15	|
Mat.6.13	@1:5	ἡ	RP TR	@16					@16	@16	|
Mat.6.13	@1:6	βασιλεία	RP TR	@17					@17	@17	|
Mat.6.13	@1:7	καὶ	RP TR	@18					@18	@18	|
Mat.6.13	@1:8	ἡ	RP TR	@19					@19	@19	|
Mat.6.13	@1:9	δύναμις	RP TR	@20					@20	@20	|
Mat.6.13	@1:10	καὶ	RP TR	@21					@21	@21	|
Mat.6.13	@1:11	ἡ	RP TR	@22					@22	@22	|
Mat.6.13	@1:12	δόξα	RP TR	@23					@23	@23	|
Mat.6.13	@1:13	εἰς	RP TR	@24					@24	@24	|
Mat.6.13	@1:14	τοῦς	RP TR	@25					@25	@25	|
Mat.6.13	@1:15	αἰῶνας	RP TR	@26					@26	@26	|
Mat.6.13	@1:16	Ἀμήν	RP TR	@27					@27	@27	|
Mat.6.15	@1:1	ἀνθρώποις	SBL WH Treg RP NA28 NA27 NIV TR	@6	@6	@6	@6	@6	@6	@6	|
Mat.6.15	@1:2	τὰ	WH Treg RP NIV TR	@7					@7	@7	|
Mat.6.15	@1:3	παραπτώματα	WH Treg RP NIV TR	@8					@8	@8	|
Mat.6.15	@1:4	αὐτῶν	WH Treg RP NIV TR	@9					@9	@9	|
Mat.6.16	@1:1	ὡς	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Mat.6.16	@1:2	ὥσπερ	RP TR	@80					@6	@80	|
Mat.6.16	@2:1	ὑμῖν	SBL WH Treg RP NA28 NA27 NIV TR	@22	@22	@22	@22	@22	@22	@22	|
Mat.6.16	@2:2	ὅτι	RP TR	@23					@23	@23	|
Mat.6.18	@1:1	κρυφαίῳ	SBL WH Treg NA28 NA27 NIV	@14	@14	@14	@14	@14			|
Mat.6.18	@1:2	κρυπτῷ	RP TR	@80					@14	@80	|
Mat.6.18	@2:1	κρυφαίῳ	SBL WH Treg NA28 NA27 NIV	@23	@23	@23	@23	@23			|
Mat.6.18	@2:2	κρυπτῷ	RP TR	@81					@23	@81	|
Mat.6.21	@1:1	σου	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Mat.6.21	@1:2	ὑμῶν	RP TR	@80					@6	@80	|
Mat.6.21	@2:1	σου	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
Mat.6.21	@2:2	ὑμῶν	RP TR	@81					@12	@81	|
Mat.6.22	@1:1	ᾖ	SBL WH NA28 NA27 NIV	@10	@10	@10	@10	@10			|
Mat.6.22	@1:2	ὁ	SBL WH NA28 NA27 NIV	@11	@11	@11	@11	@11			|
Mat.6.22	@1:3	ὀφθαλμός	SBL WH NA28 NA27 NIV	@12	@12	@12	@12	@12			|
Mat.6.22	@1:4	σου	SBL WH NA28 NA27 NIV	@13	@13	@13	@13	@13			|
Mat.6.22	@1:5	ἁπλοῦς	SBL WH NA28 NA27 NIV	@14	@14	@14	@14	@14			|
Mat.6.22	@1:6	ὁ	Treg RP TR	@11					@10	@11	|
Mat.6.22	@1:7	ὀφθαλμός	Treg RP TR	@12					@11	@12	|
Mat.6.22	@1:8	σου	Treg RP TR	@13					@12	@13	|
Mat.6.22	@1:9	ἁπλοῦς	Treg RP TR	@14					@13	@14	|
Mat.6.22	@1:10	ᾖ	Treg RP TR	@10					@14	@10	|
Mat.6.25	@1:1	φάγητε	SBL WH Treg RP NA28 NA27 NIV TR Holmes WHmarg	@11	@11	@11	@11	@11	@11	@11	|
Mat.6.25	@1:2	ἢ	WH Treg NA28 NA27 NIV	@12			@12	@12			|
Mat.6.25	@1:3	τί	WH Treg NA28 NA27 NIV	@13			@13	@13			|
Mat.6.25	@1:4	πίητε	WH Treg NA28 NA27 NIV	@14			@14	@14			|
Mat.6.25	@1:5	καὶ	RP TR	@80					@12	@80	|
Mat.6.25	@1:6	τί	RP TR	@13					@13	@13	|
Mat.6.25	@1:7	πίητε	RP TR	@14					@14	@14	|
Mat.6.28	@1:1	αὐξάνουσιν·	SBL WH NA28 NA27 NIV	@12	@12	@12	@12	@12			|
Mat.6.28	@1:2	οὐ	SBL WH NA28 NA27 NIV	@13	@13	@13	@13	@13			|
Mat.6.28	@1:3	κοπιῶσιν	SBL WH NA28 NA27 NIV	@14	@14	@14	@14	@14			|
Mat.6.28	@1:4	οὐδὲ	SBL WH NA28 NA27 NIV	@15	@15	@15	@15	@15			|
Mat.6.28	@1:5	νήθουσιν	SBL WH NA28 NA27 NIV	@16	@16	@16	@16	@16			|
Mat.6.28	@1:6	αὐξάνουσιν·	Treg								|
Mat.6.28	@1:7	οὐ	Treg								|
Mat.6.28	@1:8	κοπιοῦσιν	Treg								|
Mat.6.28	@1:9	οὐδὲ	Treg								|
Mat.6.28	@1:10	νήθουσιν	Treg								|
Mat.6.28	@1:11	αὐξάνει	RP TR	@80					@12	@80	|
Mat.6.28	@1:12	οὐ	RP TR	@13					@13	@13	|
Mat.6.28	@1:13	κοπιᾷ	RP TR	@81					@14	@81	|
Mat.6.28	@1:14	οὐδὲ	RP TR	@15					@15	@15	|
Mat.6.28	@1:15	νήθει	RP TR	@82					@16	@82	|
Mat.6.32	@1:1	ἐπιζητοῦσιν	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Mat.6.32	@1:2	ἐπιζητεῖ	RP TR	@80					@6	@80	|
Mat.6.33	@1:1	βασιλείαν	SBL WH Treg RP NA28 NA27 NIV TR	@5	@5	@5	@5	@5	@5	@5	|
Mat.6.33	@1:2	τοῦ	Treg RP NA28 NA27 NIV TR	@6			@6	@6	@6	@6	|
Mat.6.33	@1:3	θεοῦ	Treg RP NA28 NA27 NIV TR	@7			@7	@7	@7	@7	|
Mat.6.34	@1:1	αὑτῆς	SBL WH	@80	@11	@80					|
Mat.6.34	@1:2	ἑαυτῆς	Treg NA28 NA27 NIV	@12			@11	@12			|
Mat.6.34	@1:3	τὰ	RP TR	@11					@11	@11	|
Mat.6.34	@1:4	ἑαυτῆς	RP TR	@12					@12	@12	|
Mat.7.4	@1:1	ἐκ	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
Mat.7.4	@1:2	ἀπὸ	RP TR	@80					@11	@80	|
Mat.7.5	@1:1	ἐκ	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Mat.7.5	@1:2	τοῦ	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Mat.7.5	@1:3	ὀφθαλμοῦ	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Mat.7.5	@1:4	σοῦ	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Mat.7.5	@1:5	τὴν	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
Mat.7.5	@1:6	δοκόν	SBL WH Treg NA28 NA27 NIV	@9	@9	@9	@9	@9			|
Mat.7.5	@1:7	τὴν	RP TR	@8					@4	@8	|
Mat.7.5	@1:8	δοκὸν	RP TR	@9					@5	@9	|
Mat.7.5	@1:9	ἐκ	RP TR	@4					@6	@4	|
Mat.7.5	@1:10	τοῦ	RP TR	@5					@7	@5	|
Mat.7.5	@1:11	ὀφθαλμοῦ	RP TR	@6					@8	@6	|
Mat.7.5	@1:12	σου	RP TR	@7					@9	@7	|
Mat.7.6	@1:1	καταπατήσουσιν	SBL WH Treg NA28 NA27 NIV	@16	@16	@16	@16	@16			|
Mat.7.6	@1:2	καταπατήσωσιν	RP TR	@80					@16	@80	|
Mat.7.8	@1:1	ἀνοιγήσεται	SBL WH RP NA28 NA27 NIV TR	@13	@13	@13	@13	@13	@13	@13	|
Mat.7.8	@1:2	ἀνοίγεται	Treg								|
Mat.7.9	@1:1	ἐστιν	SBL RP NA28 NA27 NIV TR	@3	@3	@3	@3	@3	@3	@3	|
Mat.7.9	@2:1	αἰτήσει	SBL WH Treg NA28 NA27	@9	@8	@9	@8	@9			|
Mat.7.9	@2:2	ἐὰν	RP NIV TR	@8					@8	@8	|
Mat.7.9	@2:3	αἰτήσῃ	RP NIV TR	@80					@9	@80	|
Mat.7.10	@1:1	ἢ	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
Mat.7.10	@2:1	ἰχθὺν	SBL WH Treg NA28 NA27 NIV	@4	@3	@4	@3	@4			|
Mat.7.10	@2:2	αἰτήσει	SBL WH Treg NA28 NA27 NIV	@5	@4	@5	@4	@5			|
Mat.7.10	@2:3	ἐὰν	RP TR	@3					@2	@3	|
Mat.7.10	@2:4	ἰχθὺν	RP TR	@4					@3	@4	|
Mat.7.10	@2:5	αἰτήσῃ	RP TR	@80					@4	@80	|
Mat.7.12	@1:1	ἐὰν	SBL WH NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Mat.7.12	@1:2	ἂν	Treg RP TR	@80					@4	@80	|
Mat.7.13	@1:1	ἡ	SBL Treg RP NA28 NA27 NIV TR	@8	@8	@8	@8	@8	@8	@8	|
Mat.7.13	@1:2	πύλη	SBL Treg RP NA28 NA27 NIV TR	@9	@9	@9	@9	@9	@9	@9	|
Mat.7.14	@1:1	ὅτι	SBL WH	@80	@1	@80					|
Mat.7.14	@1:2	ὅτι	NIV								|
Mat.7.14	@1:3	δὲ	NIV								|
Mat.7.14	@1:4	τί	Treg RP NA28 NA27 TR	@1			@1	@1	@1	@1	|
Mat.7.15	@1:1	Προσέχετε	SBL WH Treg RP NA28 NA27 NIV TR	@1	@1	@1	@1	@1	@1	@1	|
Mat.7.15	@1:2	δὲ	Treg RP TR	@2					@2	@2	|
Mat.7.16	@1:1	σταφυλὰς	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
Mat.7.16	@1:2	σταφυλήν	RP TR	@80					@11	@80	|
Mat.7.18	@1:1	ποιεῖν	SBL Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
Mat.7.18	@1:2	ἐνεγκεῖν	WH								|
Mat.7.21	@1:1	τοῖς	SBL WH Treg NA28 NA27 NIV	@24	@24	@24	@24	@24			|
Mat.7.24	@1:1	ὁμοιωθήσεται	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
Mat.7.24	@1:2	ὁμοιώσω	RP TR	@81					@12	@81	|
Mat.7.24	@1:3	αὐτὸν	RP TR	@80					@13	@80	|
Mat.7.24	@2:1	αὐτοῦ	SBL WH Treg NA28 NA27 NIV	@17	@17	@17	@17	@17			|
Mat.7.24	@2:2	τὴν	SBL WH Treg NA28 NA27 NIV	@18	@18	@18	@18	@18			|
Mat.7.24	@2:3	οἰκίαν	SBL WH Treg NA28 NA27 NIV	@19	@19	@19	@19	@19			|
Mat.7.24	@2:4	τὴν	RP TR	@18					@18	@18	|
Mat.7.24	@2:5	οἰκίαν	RP TR	@19					@19	@19	|
Mat.7.24	@2:6	αὐτοῦ	RP TR	@17					@20	@17	|
Mat.7.26	@1:1	αὐτοῦ	SBL WH Treg NA28 NA27 NIV	@18	@18	@18	@18	@18			|
Mat.7.26	@1:2	τὴν	SBL WH Treg NA28 NA27 NIV	@19	@19	@19	@19	@19			|
Mat.7.26	@1:3	οἰκίαν	SBL WH Treg NA28 NA27 NIV	@20	@20	@20	@20	@20			|
Mat.7.26	@1:4	τὴν	RP TR	@19					@18	@19	|
Mat.7.26	@1:5	οἰκίαν	RP TR	@20					@19	@20	|
Mat.7.26	@1:6	αὐτοῦ	RP TR	@18					@20	@18	|
Mat.7.28	@1:1	ἐτέλεσεν	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Mat.7.28	@1:2	συνετέλεσεν	RP TR	@80					@4	@80	|
Mat.7.29	@1:1	αὐτῶν	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
Mat.8.1	@1:1	Καταβάντος	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
Mat.8.1	@1:2	δὲ	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Mat.8.1	@1:3	αὐτοῦ	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Mat.8.1	@1:4	Καταβάντι	RP TR	@80					@1	@80	|
Mat.8.1	@1:5	δὲ	RP TR	@2					@2	@2	|
Mat.8.1	@1:6	αὐτῷ	RP TR	@81					@3	@81	|
Mat.8.2	@1:1	προσελθὼν	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Mat.8.2	@1:2	ἐλθὼν	RP TR	@80					@4	@80	|
Mat.8.3	@1:1	αὐτοῦ	SBL WH Treg RP NA28 NA27 NIV TR	@6	@6	@6	@6	@6	@6	@6	|
Mat.8.3	@1:2	ὁ	RP TR	@7					@7	@7	|
Mat.8.3	@1:3	Ἰησοῦς	RP TR	@8					@8	@8	|
Mat.8.5	@1:1	Εἰσελθόντος	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
Mat.8.5	@1:2	δὲ	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Mat.8.5	@1:3	αὐτοῦ	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Mat.8.5	@1:4	Εἰσελθόντι	RP TR	@80					@1	@80	|
Mat.8.5	@1:5	δὲ	RP TR	@2					@2	@2	|
Mat.8.5	@1:6	αὐτῷ	RP TR	@81					@3	@81	|
Mat.8.7	@1:1	καὶ	SBL Treg RP NA28 NA27 NIV TR	@1	@1	@1	@1	@1	@1	@1	|
Mat.8.7	@2:1	αὐτῷ	SBL WH Treg RP NA28 NA27 NIV TR	@3	@3	@3	@3	@3	@3	@3	|
Mat.8.7	@2:2	ὁ	Treg RP TR	@4					@4	@4	|
Mat.8.7	@2:3	Ἰησοῦς	Treg RP TR	@5					@5	@5	|
Mat.8.8	@1:1	καὶ	SBL RP NA28 NA27 NIV TR	@1	@1	@1	@1	@1	@1	@1	|
Mat.8.8	@1:2	ἀποκριθεὶς	SBL RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
Mat.8.8	@1:3	ἀποκριθεὶς	WH Treg								|
Mat.8.8	@1:4	δὲ	WH Treg								|
Mat.8.9	@1:1	ἐξουσίαν	SBL WH Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
Mat.8.9	@1:2	τασσόμενος	WH								|
Mat.8.10	@1:1	παρʼ	SBL WH Treg NA28 NA27 NIV	@13	@13	@13	@13	@13			|
Mat.8.10	@1:2	οὐδενὶ	SBL WH Treg NA28 NA27 NIV	@14	@14	@14	@14	@14			|
Mat.8.10	@1:3	τοσαύτην	SBL WH Treg NA28 NA27 NIV	@15	@15	@15	@15	@15			|
Mat.8.10	@1:4	πίστιν	SBL WH Treg NA28 NA27 NIV	@16	@16	@16	@16	@16			|
Mat.8.10	@1:5	ἐν	SBL WH Treg NA28 NA27 NIV	@17	@17	@17	@17	@17			|
Mat.8.10	@1:6	τῷ	SBL WH Treg NA28 NA27 NIV	@18	@18	@18	@18	@18			|
Mat.8.10	@1:7	Ἰσραὴλ	SBL WH Treg NA28 NA27 NIV	@19	@19	@19	@19	@19			|
Mat.8.10	@1:8	οὐδὲ	RP TR	@80					@13	@80	|
Mat.8.10	@1:9	ἐν	RP TR	@17					@14	@17	|
Mat.8.10	@1:10	τῷ	RP TR	@18					@15	@18	|
Mat.8.10	@1:11	Ἰσραὴλ	RP TR	@19					@16	@19	|
Mat.8.10	@1:12	τοσαύτην	RP TR	@15					@17	@15	|
Mat.8.10	@1:13	πίστιν	RP TR	@16					@18	@16	|
Mat.8.13	@1:1	ὡς	SBL WH NA28 NA27 NIV	@9	@8	@9	@8	@9			|
Mat.8.13	@1:2	καὶ	Treg RP TR	@8					@8	@8	|
Mat.8.13	@1:3	ὡς	Treg RP TR	@9					@9	@9	|
Mat.8.13	@2:1	παῖς	SBL WH Treg RP NA28 NA27 NIV TR	@16	@15	@16	@15	@16	@16	@16	|
Mat.8.13	@2:2	αὐτοῦ	RP NA28 NA27 NIV TR	@17			@16	@17	@17	@17	|
Mat.8.18	@1:1	πολλοὺς	SBL Treg RP TR	@5	@5	@5			@5	@5	|
Mat.8.18	@1:2	ὄχλους	SBL Treg RP TR	@80	@6	@80			@6	@80	|
Mat.8.18	@1:3	ὄχλον	WH NA28 NA27 NIV	@6			@5	@6			|
Mat.8.21	@1:1	μαθητῶν	SBL WH Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
Mat.8.21	@1:2	αὐτοῦ	RP NA28 NA27 NIV TR	@5			@5	@5	@5	@5	|
Mat.8.22	@1:1	λέγει	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Mat.8.22	@1:2	εἶπεν	RP TR	@80					@4	@80	|
Mat.8.23	@1:1	εἰς	SBL WH Treg RP NA28 NA27 NIV TR	@4	@4	@4	@4	@4	@4	@4	|
Mat.8.23	@1:2	τὸ	RP NA28 NA27 NIV TR	@5			@5	@5	@5	@5	|
Mat.8.25	@1:1	προσελθόντες	SBL WH Treg RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
Mat.8.25	@1:2	οἱ	RP TR	@3					@3	@3	|
Mat.8.25	@1:3	μαθηταὶ	RP TR	@4					@4	@4	|
Mat.8.25	@2:1	σῶσον	SBL WH Treg RP NA28 NA27 NIV TR	@10	@7	@10	@7	@10	@9	@10	|
Mat.8.25	@2:2	ἡμᾶς	RP NIV TR	@11					@10	@11	|
Mat.8.27	@1:1	αὐτῷ	SBL WH Treg NA28 NA27 NIV	@16	@16	@16	@16	@16			|
Mat.8.27	@1:2	ὑπακούουσιν	SBL WH Treg NA28 NA27 NIV	@17	@17	@17	@17	@17			|
Mat.8.27	@1:3	ὑπακούουσιν	RP TR	@17					@16	@17	|
Mat.8.27	@1:4	αὐτῷ	RP TR	@16					@17	@16	|
Mat.8.28	@1:1	ἐλθόντος	SBL WH Treg NA28 NA27 NIV	@2	@2	@2	@2	@2			|
Mat.8.28	@1:2	αὐτοῦ	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Mat.8.28	@1:3	ἐλθόντι	RP TR	@80					@2	@80	|
Mat.8.28	@1:4	αὐτῷ	RP TR	@82					@3	@82	|
Mat.8.28	@2:1	Γαδαρηνῶν	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
Mat.8.28	@2:2	Γεργεσηνῶν	RP TR	@81					@11	@81	|
Mat.8.29	@1:1	σοί	SBL WH Treg RP NA28 NA27 NIV TR	@8	@8	@8	@8	@8	@8	@8	|
Mat.8.29	@1:2	Ἰησοῦ	RP TR	@9					@9	@9	|
Mat.8.31	@1:1	ἀπόστειλον	SBL WH Treg NA28 NA27 NIV	@11	@10	@11	@10	@11			|
Mat.8.31	@1:2	ἡμᾶς	SBL WH Treg NA28 NA27 NIV	@12	@11	@12	@11	@12			|
Mat.8.31	@1:3	ἐπίτρεψον	RP TR	@10					@10	@10	|
Mat.8.31	@1:4	ἡμῖν	RP TR	@81					@11	@81	|
Mat.8.31	@1:5	ἀπελθεῖν	RP TR	@80					@12	@80	|
Mat.8.32	@1:1	τοὺς	SBL WH Treg NA28 NA27 NIV	@12	@10	@12	@10	@12			|
Mat.8.32	@1:2	χοίρους	SBL WH Treg NA28 NA27 NIV	@13	@11	@13	@11	@13			|
Mat.8.32	@1:3	τὴν	RP TR	@10					@10	@10	|
Mat.8.32	@1:4	ἀγέλην	RP TR	@11					@11	@11	|
Mat.8.32	@1:5	τῶν	RP TR	@20					@12	@20	|
Mat.8.32	@1:6	χοίρων	RP TR	@21					@13	@21	|
Mat.8.32	@2:1	ἀγέλη	SBL WH Treg RP NA28 NA27 NIV TR	@19	@17	@19	@17	@19	@19	@19	|
Mat.8.32	@2:2	τῶν	RP TR	@80					@20	@80	|
Mat.8.32	@2:3	χοίρων	RP TR	@81					@21	@81	|
Mat.8.34	@1:1	ὑπάντησιν	SBL WH Treg NA28 NA27 NIV	@8	@8	@8	@8	@8			|
Mat.8.34	@1:2	συνάντησιν	RP TR	@80					@8	@80	|
Mat.9.1	@1:1	ἐμβὰς	SBL WH Treg RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
Mat.9.1	@1:2	ὁ	NIV								|
Mat.9.1	@1:3	Ἰησοῦς	NIV								|
Mat.9.1	@2:1	εἰς	SBL WH Treg RP NA28 NA27 NIV TR	@3	@3	@3	@3	@3	@3	@3	|
Mat.9.1	@2:2	τὸ	RP TR	@4					@4	@4	|
Mat.9.2	@1:1	ἀφίενταί	SBL WH Treg NA28 NA27 NIV	@21	@21	@21	@21	@21			|
Mat.9.2	@1:2	ἀφέωνταί	RP TR	@80					@21	@80	|
Mat.9.2	@2:1	σου	SBL WH Treg NA28 NA27 NIV	@23	@22	@23	@22	@23			|
Mat.9.2	@2:2	αἱ	SBL WH Treg NA28 NA27 NIV	@24	@23	@24	@23	@24			|
Mat.9.2	@2:3	ἁμαρτίαι	SBL WH Treg NA28 NA27 NIV	@25	@24	@25	@24	@25			|
Mat.9.2	@2:4	σοι	RP TR	@22					@22	@22	|
Mat.9.2	@2:5	αἱ	RP TR	@24					@23	@24	|
Mat.9.2	@2:6	ἁμαρτίαι	RP TR	@25					@24	@25	|
Mat.9.2	@2:7	σου	RP TR	@23					@25	@23	|
Mat.9.4	@1:1	εἰδὼς	SBL WH Treg NIV	@82	@2	@82					|
Mat.9.4	@1:2	ἰδὼν	RP NA28 NA27 TR	@2			@2	@2	@2	@2	|
Mat.9.4	@2:1	Ἱνατί	SBL Treg NA28 NA27 NIV TR	@9	@9	@9	@9	@9			|
Mat.9.4	@2:1(1)	ινα	WH RP						@9	@80	|
Mat.9.4	@2:1(2)	τι	WH RP						@10	@81	|
Mat.9.4	@2:2	ὑμεῖς	RP TR	@10					@11	@10	|
Mat.9.5	@1:1	Ἀφίενταί	SBL WH Treg NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Mat.9.5	@1:2	Ἀφέωνταί	RP TR	@80					@6	@80	|
Mat.9.5	@2:1	Ἔγειρε	SBL WH Treg NA28 NA27 NIV	@12	@12	@12	@12	@12			|
Mat.9.5	@2:2	Ἔγειραι	RP TR	@81					@12	@81	|
Mat.9.6	@1:1	Ἐγερθεὶς	SBL RP NA28 NA27 NIV TR	@20	@20	@20	@20	@20	@20	@20	|
Mat.9.6	@1:2	Ἔγειρε	WH Treg								|
Mat.9.8	@1:1	ἐφοβήθησαν	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Mat.9.8	@1:2	ἐθαύμασαν	RP TR	@80					@5	@80	|
Mat.9.10	@1:1	καὶ	SBL WH Treg RP NA28 NA27 TR	@8	@8	@8	@8	@8	@8	@8	|
Mat.9.11	@1:1	ἔλεγον	SBL WH Treg NA28 NA27 NIV	@5	@5	@5	@5	@5			|
Mat.9.11	@1:2	εἶπον	RP TR	@80					@5	@80	|
Mat.9.12	@1:1	δὲ	SBL WH Treg RP NA28 NA27 NIV TR	@2	@2	@2	@2	@2	@2	@2	|
Mat.9.12	@1:2	Ἰησοῦς	Treg RP TR	@3					@3	@3	|
Mat.9.12	@2:1	εἶπεν	SBL WH Treg RP NA28 NA27 NIV TR	@5	@4	@5	@4	@5	@5	@5	|
Mat.9.12	@2:2	αὐτοῖς	RP TR	@6					@6	@6	|
Mat.9.13	@1:1	ἁμαρτωλούς	SBL WH Treg RP NA28 NA27 NIV TR	@17	@17	@17	@17	@17	@17	@17	|
Mat.9.13	@1:2	εἰς	RP TR	@18					@18	@18	|
Mat.9.13	@1:3	μετάνοιαν	RP TR	@19					@19	@19	|
Mat.9.14	@1:1	πολλά	SBL Treg RP NA28 NA27 TR	@15	@15	@15	@15	@15	@15	@15	|
Mat.9.17	@1:1	ἀπόλλυνται	SBL WH Treg NA28 NA27 NIV	@22	@22	@22	@22	@22			|
Mat.9.17	@1:2	ἀπολοῦνται	RP TR	@81					@21	@81	|
Mat.9.18	@1:1	ἐλθὼν	SBL Treg RP NA28 NA27 NIV TR	@8	@8	@8	@8	@8	@8	@8	|
Mat.9.18	@1:2	προσελθὼν	WH								|
Mat.9.19	@1:1	ἠκολούθει	SBL WH Treg	@80	@5	@80					|
Mat.9.19	@1:2	ἠκολούθησεν	RP NA28 NA27 NIV TR	@5			@5	@5	@5	@5	|
Mat.9.22	@1:1	στραφεὶς	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Mat.9.22	@1:2	ἐπιστραφεὶς	RP TR	@80					@4	@80	|
Mat.9.24	@1:1	ἔλεγεν	SBL WH Treg NA28 NA27 NIV	@1	@1	@1	@1	@1			|
Mat.9.24	@1:2	λέγει	RP TR	@80					@1	@80	|
Mat.9.24	@1:3	αὐτοῖς	RP TR	@2					@2	@2	|
Mat.9.27	@1:1	αὐτῷ	SBL Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
Mat.9.27	@2:1	υἱὲ	SBL WH RP TR	@80	@15	@80			@15	@80	|
Mat.9.27	@2:2	υἱὸς	Treg NA28 NA27 NIV	@15			@15	@15			|
Mat.9.30	@1:1	ἐνεβριμήθη	SBL WH Treg NA28 NA27 NIV	@7	@7	@7	@7	@7			|
Mat.9.30	@1:2	ἐνεβριμήσατο	RP TR	@80					@7	@80	|
Mat.9.32	@1:1	ἄνθρωπον	SBL Treg RP NA28 NA27 NIV TR	@7	@7	@7	@7	@7	@7	@7	|
Mat.9.35	@1:1	μαλακίαν	SBL WH Treg RP NA28 NA27 NIV TR	@28	@28	@28	@28	@28	@28	@28	|
Mat.9.35	@1:2	ἐν	RP TR	@29					@29	@29	|
Mat.9.35	@1:3	τῷ	RP TR	@30					@30	@30	|
Mat.9.35	@1:4	λαῷ	RP TR	@31					@31	@31	|
Mat.9.36	@1:1	ὡσεὶ	SBL WH RP NA28 NA27 NIV TR	@13	@13	@13	@13	@13	@13	@13	|
Mat.9.36	@1:2	ὡς	Treg								|
Mat.10.2	@1:1	αὐτοῦ	SBL WH Treg RP NA28 NA27 NIV TR	@18	@18	@18	@18	@18	@18	@18	|
Mat.10.2	@1:2	καὶ	WH NA28 NA27 NIV	@19			@19	@19			|
Mat.10.3	@1:1	Θαδδαῖος	SBL WH Treg NA28 NA27 NIV	@17	@14	@17	@14	@17			|
Mat.10.3	@1:2	Λεββαῖος	RP TR	@14					@14	@14	|
Mat.10.3	@1:3	ὁ	RP TR	@15					@15	@15	|
Mat.10.3	@1:4	ἐπικληθεὶς	RP TR	@16					@16	@16	|
Mat.10.3	@1:5	Θαδδαῖος	RP TR	@17					@17	@17	|
Mat.10.4	@1:1	Καναναῖος	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Mat.10.4	@1:2	Κανανίτης	RP TR	@3					@3	@3	|
Mat.10.4	@2:1	ὁ	SBL WH NA28 NA27 NIV	@6	@6	@6	@6	@6			|
Mat.10.8	@1:1	νεκροὺς	SBL WH Treg NA28 NA27 NIV	@3	@3	@3	@3	@3			|
Mat.10.8	@1:2	ἐγείρετε	SBL WH Treg NA28 NA27 NIV	@4	@4	@4	@4	@4			|
Mat.10.10	@1:1	ῥάβδον	SBL WH Treg NA28 NA27 NIV	@11	@11	@11	@11	@11			|
Mat.10.10	@1:2	ῥάβδους	RP TR	@80					@11	@80	|
